firstname,lastname,country,disciplin_id,chance,desc
Elena,Gaskell,can,freeski-slopestyle-women,2,"A resilient veteran who has proven this January that she is back to elite status, combining technical maturity with a hunger for the Olympic debut that was stolen from her by injury in 2022."
Olivia,Asselin,can,freeski-slopestyle-women,2,A creative powerhouse whose unique line choices and rail precision make her a dangerous underdog in a deep Canadian field.
Grace,Henderson,usa,freeski-slopestyle-women,1,
Naomi,Urness,can,freeski-slopestyle-women,1,
Anni,Karava,fin,freeski-slopestyle-women,1,
Flora,Tabanelli,ita,freeski-bigair-women,1,"The 2025 World Champion. She is the home favorite and has the momentum of a consistent season, though she's also hunting for that elusive 2026 World Cup gold."
Eileen,Gu,chn,freeski-bigair-women,4,"Despite her lack of a World Cup win in Big Air this season, she remains the gold medal threat because of her high-scoring ""Double Cork 1620."" She is the definition of ""High Variance"" right now—she has the highest ceiling but has been beatable this winter."
Naomi,Urness,can,freeski-bigair-women,1,"The real star of the season. She won the Steamboat World Cup (Dec 13, 2025) and took bronze in Beijing (Dec 6). She is currently leading the Big Air standings and is the most consistent ""clutch"" performer this year."
Kristy,Muir,gbr,freeski-bigair-women,2,A technical powerhouse who finally broke through for her first Big Air World Cup win this season; she possesses the high-difficulty rotations (1440) needed to challenge Eileen Gu for the gold.
Liu,Mengting,chn,freeski-bigair-women,1,"The surprise silver medalist in Beijing. She has suddenly become China's ""Plan B"" if Eileen Gu has a rough day."
Anni,Karava,fin,freeski-bigair-women,1,"She won the Beijing World Cup (Dec 6, 2025), making history for Finland. Her technical precision on the 1080 rotations has put her in the elite tier."
Kim,Dumont Zanella,fra,freeski-bigair-women,1,The leader of the French team who has solidified her place in the world top 10 with a string of finals appearances in the 2025/26 World Cup circuit.
Elena,Gaskell,can,freeski-bigair-women,,
Giulia,Tanno,sui,freeski-bigair-women,2,"A veteran whose career has been defined by injury-defying comebacks; she brings the most sophisticated ""style"" to the field and is hunting for the Olympic medal that has eluded her for eight years."
Mathilde,Gremaud,sui,freeski-bigair-women,3,
Megan,Oldham,can,freeski-bigair-women,2,
Olivia,Asselin,can,freeski-bigair-women,2,
Marin,Hamill,usa,freeski-bigair-women,1,
Sandra,Eie,nor,freeski-bigair-women,1,
Eileen,Gu,chn,freeski-halfpipe-women,4,"The ""Queen of the Pipe"" whose combination of massive air and flawless style makes her the most difficult athlete to beat in a three-run final."
Zoe,Atkin,gbr,freeski-halfpipe-women,3,"Britain’s premier winter athlete, possessing the most creative technical lines and the ability to spin in all four directions with ease."
Li,Fanghui,chn,freeski-halfpipe-women,2,A technical specialist who just proved in Aspen that she can out-score the World Champion when she lands her signature 900s.
Indra,Brown,aus,freeski-halfpipe-women,3,"The teenage sensation who has transformed from a ""rookie"" to the World Cup leader in just two months; she is the wildcard for the gold."
Kexin,Zhang,chn,freeski-halfpipe-women,2,"The ""silent assassin"" of the Chinese team who consistently racks up high 80s scores with textbook execution."
Mischa,Thomas,nzl,freeski-halfpipe-women,2,"A technical specialist for New Zealand who excels in the creative side of the pipe, making her a dangerous underdog if the high-rotation favorites struggle with their landings."
Amy,Fraser,can,freeski-halfpipe-women,2,A steady Canadian veteran who specializes in high-difficulty tricks and has spent the season lurking just outside the top three.
Abby,Winterberger,usa,freeski-halfpipe-women,1,The youngest member of the US squad whose meteoric rise this season has made her a legitimate threat to sneak into the top three on her Olympic debut.
Cassie,Sharpe,can,freeski-halfpipe-women,1,"A legendary ""three-peat"" seeker who is balancing motherhood with elite-level skiing; her amplitude remains her greatest weapon in the hunt for a third Olympic medal."
Rachel,Karker,can,freeski-halfpipe-women,1,
Riley,Jacobs,usa,freeski-halfpipe-women,1,
Liu,Yishan,chn,freeski-halfpipe-women,1,
Svea,Irving,usa,freeski-halfpipe-women,1,
Birk,Ruud,nor,freeski-slopestyle-men,3,The gold standard of the sport; his ability to land his most difficult tricks 10 out of 10 times makes him the man to beat.
Mac,Forehand,usa,freeski-slopestyle-men,2,A powerhouse who combines elite competition experience with the most technically difficult jump line currently being performed.
Alexander,Hall,usa,freeski-slopestyle-men,3,"The most creative skier in the world; he wins by doing tricks that the judges have never seen before, rather than just spinning the most."
Matej,Svancer,aut,freeski-slopestyle-men,2,"An Austrian wizard who brings ""video game"" logic to the slopes; if he lands his run, he can beat anyone in the world."
Evan,McEachran,can,freeski-slopestyle-men,1,The heartbeat of the Canadian team; his recent bronze in Laax proves he has the momentum to finally secure an Olympic medal.
Andri,Ragettli,sui,freeski-slopestyle-men,3,"Switzerland’s most reliable athlete, relying on a ""perfectly clinical"" approach to maximize his scores."
Henrik,Harlaut,swe,freeski-slopestyle-men,1,
Henry,Sildaru,est,freeski-slopestyle-men,1,The teenage phenom from Estonia who proved in Aspen that he belongs on the world stage alongside the giants of the sport.
Luca,Harrington,nzl,freeski-slopestyle-men,2,
Jesper,Tjader,swe,freeski-slopestyle-men,1,
Troy,Podmilsak,usa,freeski-slopestyle-men,1,
Troy,Podmilsak,usa,freeski-bigair-men,2,The world's most powerful jumper right now; he owns the 2160 and has shown the mental toughness to win back-to-back World Cups this winter.
Luca,Harrington,nzl,freeski-bigair-men,1,"The most consistent athlete in the history of the discipline, riding a world-record podium streak into the Olympics."
Birk,Ruud,nor,freeski-bigair-men,4,"The ultimate professional who has the technical depth to win any event he enters, even if he hasn't been the dominant force in Big Air this month."
Matej,Svancer,aut,freeski-bigair-men,3,"An Austrian artist who brings the highest level of creativity to the jump; he is the most likely to land a ""never-before-seen"" grab."
Andri,Ragettli,sui,freeski-bigair-men,3,
Alexander,Hall,usa,freeski-bigair-men,2,
Henry,Sildaru,est,freeski-bigair-men,2,
Mac,Forehand,usa,freeski-bigair-men,1,
Fabian,Boesch,sui,freeski-bigair-men,1,
Kim,Gubser,sui,freeski-bigair-men,1,
Jesper,Tjader,swe,freeski-bigair-men,1,
Alex,Ferreira,usa,freeski-halfpipe-men,3,A clinical machine who hasn't missed a podium in two years; his run is the benchmark for technical perfection and massive amplitude.
Finley,Melville Ives,nzl,freeski-halfpipe-men,5,The reigning World Champion and New Zealand's superstar who possesses the most technically difficult run in the world when he lands it clean.
Nick,Goepper,usa,freeski-halfpipe-men,3,"A veteran champion who has successfully transitioned disciplines and brings an unmatched ""medal-winning"" mentality to the pipe."
Hunter,Hess,usa,freeski-halfpipe-men,2,"A style icon who has transformed himself into a consistent podium threat, relying on unique grabs and creative trick choices."
Birk,Irving,usa,freeski-halfpipe-men,1,"A model of consistency and the 2023 Crystal Globe winner, Irving officially locked in his second Olympic appearance with a Bronze in Calgary (Jan 3) and a 5th place in Aspen (Jan 10), solidifying his role as a high-floor podium threat who has finished in the top 10 of every event this season."
Luke,Harrold,nzl,freeski-halfpipe-men,2,"The 17-year-old phenom and 2024 Youth Olympic Gold medalist became a historic podium threat after landing the world's first triple cork in a halfpipe competition at the 2025 Worlds, and his recent Silver in Secret Garden (Dec 2025) proves he has the technical ceiling to disrupt the American dominance."
Gus,Kenworthy,gbr,freeski-halfpipe-men,1,A legendary ambassador for the sport returning for one final Olympic run; he remains a threat due to his perfect execution and veteran poise.
Andrew,Longino,can,freeski-halfpipe-men,1,"A rising Canadian who provides a stylistic alternative to the leaders, often being rewarded for his unique lines and effortless flow."
Brendan,Mackay,can,freeski-halfpipe-men,1,
Jakara,Anthony,aus,moguls-women,4,A historic talent currently at the peak of her powers; she is the clear favorite to defend her title on the strength of her flawless turn scores.
Olivia,Giaccio,usa,moguls-women,2,"An ""air-specialist"" for the Americans who holds the potential for the highest jump scores in the entire field."
Perrine,Laffont,fra,moguls-women,3,A legendary veteran whose technical perfection and three World Championship titles make her the biggest threat to Jakara's dominance.
Jaelin,Kauf,usa,moguls-women,3,The speed-queen of Team USA who will look to use her unmatched aggression to turn her 2022 silver into 2026 gold.
Tess,Johnson,usa,moguls-women,2,"A model of consistency and the leader of the US standings, relying on a clean, classic style that is perfect for the Olympic format."
Hinako,Tomitaka,jpn,moguls-women,1,"The reigning 2025 World Silver Medalist from Japan, she enters the Olympics ranked 7th in the world and remains a formidable podium threat due to her clinical turn technique and massive second-air difficulty."
Anastassiya,Gorodko,kaz,moguls-women,1,"The Beijing 2022 Bronze Medalist and 2025 World Bronze Medalist, she is currently in career-best form after winning two Gold medals at the Tignes World Cup in December 2025, proving she is Kazakhstan's best hope for Olympic glory."
Elizabeth,Lemley,usa,moguls-women,2,"A young, high-momentum American who just proved her medal credentials with a massive silver in the final pre-Olympic World Cup."
Avital,Carroll,aut,moguls-women,1,"Representing Austria, the 2023 double World Bronze Medalist is a veteran of the circuit who currently sits 9th in the world standings, relying on her massive ""Big Air"" style to challenge the leaders in the dual moguls format."
Maia,Schwinghammer,can,moguls-women,1,"Canada's top women's hope and the 2025 World Bronze Medalist, she officially qualified for Team Canada yesterday (Jan 22, 2026) and brings the momentum of her first career World Cup victory in Val St-Côme into the Olympic gate."
Rino,Yanagimoto,jpn,moguls-women,1,
Charlotte,Wilson,aus,moguls-women,1,
Jaelin,Kauf,usa,dual-moguls-women,4,The reigning World Champion and the fastest woman on snow; her aggressive style is perfectly suited for the knockout nature of this new Olympic event.
Jakara,Anthony,aus,dual-moguls-women,3,The world number one who combines the highest technical floor with an ice-cold competitive temperament
Elizabeth,Lemley,usa,dual-moguls-women,1,A high-octane rookie who is currently the only skier capable of consistently out-racing the veterans in the bottom half of the course.
Perrine,Laffont,fra,dual-moguls-women,2,"A legendary tactician whose ability to ""pressure"" opponents into mistakes makes her a terrifying draw in any Olympic bracket."
Tess,Johnson,usa,dual-moguls-women,2,"A specialist in the side-by-side format who relies on her textbook technique to win ""judge-heavy"" duals."
